Departmant,Item,Tdate,TypeID,Qty,Cost,Rate,DeptID,ItemID
SHELL,NyQuill,03/02/2020,1,28,1.551,1.688,4,10
SQGM,A 5 MG TAB,24/01/2020,1,23,1.128,1.218,5,1
MABELLA1,AM 10 MG TAB,08/02/2020,1,21,1.141,1.267,1,2
NOV 18TH,Risperdal,25/01/2020,1,1,0.975,1.07,2,18
SQGM,Lisinopril,13/02/2020,1,17,1.107,1.206,5,11
ALKHUWAIR,A 5 MG TAB,15/02/2020,1,18,1.128,1.218,6,1
MABELLA1,Sebastian 20GM CREAM,18/01/2020,1,16,1.534,1.638,1,7
NOV 18TH,Zovirax,18/01/2020,1,18,1.774,1.897,2,15
NOV 18TH,Emend,09/01/2020,1,13,0.342,0.42,2,9
W/SALE,A D  25GM. CREAM,17/01/2020,1,21,1.669,1.808,9,8
SHELL,Zoloft,15/01/2020,1,11,1.749,1.893,4,12
MABELLA1,AL CREAM 15GM,29/01/2020,1,14,0.913,1.026,1,3
MSQ,Risperdal,07/01/2020,1,2,0.975,1.07,7,18
SQGM,BE PLUS 30G,05/02/2020,1,15,1.802,1.934,5,14
ALKHUWAIR,BON CREAM 15G,06/01/2020,1,13,0.793,0.887,6,19
SHELL,A D  25GM. CREAM,31/01/2020,1,27,1.669,1.808,4,8
SQGM,Zoloft,05/01/2020,1,3,1.749,1.893,5,12
SHELL,A D  25GM. CREAM,12/02/2020,1,18,1.669,1.808,4,8
MABELLA1,Emend,15/02/2020,1,17,0.342,0.42,1,9
SQGM,Miralax,05/02/2020,1,3,1.921,2.087,5,4
SHELL,Risperdal,31/01/2020,1,14,0.975,1.07,4,18
SQGM,BE PLUS 30G,29/01/2020,1,10,1.802,1.934,5,14
NOV 18TH,Zoloft,06/01/2020,1,1,1.749,1.893,2,12
ALKHUWAIR,Zoloft,29/01/2020,1,27,1.749,1.893,6,12
MABELLA1,Zovirax,29/01/2020,1,5,1.774,1.897,1,15
ALKHUWAIR,Panadol,11/02/2020,1,3,0.21,0.29,6,13
NOV 18TH,BE PLUS 30G,07/01/2020,1,17,1.802,1.934,2,14
HAIL,Miralax,06/02/2020,1,14,1.921,2.087,3,4
MSQ,AM 10 MG TAB,31/01/2020,1,18,1.141,1.267,7,2
W/SALE,Panadol,28/01/2020,1,18,0.21,0.29,9,13
MSQ,Miralax,11/01/2020,1,21,1.921,2.087,7,4
W/SALE,Sebastian 20GM CREAM,02/02/2020,1,21,1.534,1.638,9,7
SHELL,Sebastian 20GM CREAM,01/02/2020,1,14,1.534,1.638,4,7
W/SALE,Lisinopril,27/01/2020,1,5,1.107,1.206,9,11
MSQ,AM 10 MG TAB,14/01/2020,1,9,1.141,1.267,7,2
MABELLA1,Panadol,15/01/2020,1,26,0.21,0.29,1,13
MABELLA1,A 5 MG TAB,14/02/2020,1,1,1.128,1.218,1,1
MABELLA1,NyQuill,02/02/2020,1,28,1.551,1.688,1,10
NOV 18TH,Magne B6,17/01/2020,1,19,1.835,1.98,2,16
MARS,Lisinopril,09/01/2020,1,23,1.107,1.206,8,11
NOV 18TH,Magne B6,15/01/2020,1,14,1.835,1.98,2,16
SHELL,Zoloft,22/01/2020,1,16,1.749,1.893,4,12
HAIL,Miralax,05/02/2020,1,4,1.921,2.087,3,4
MSQ,A 5 MG TAB,12/02/2020,1,13,1.128,1.218,7,1
ALKHUWAIR,A D  25GM. CREAM,08/01/2020,1,13,1.669,1.808,6,8
MARS,NyQuill,25/01/2020,1,7,1.551,1.688,8,10
HAIL,Sebastian 20GM CREAM,05/02/2020,1,22,1.534,1.638,3,7
MARS,Emend,26/01/2020,1,22,0.342,0.42,8,9
MABELLA1,Sebastian 20GM CREAM,21/01/2020,1,7,1.534,1.638,1,7
MARS,Risperdal,26/01/2020,1,20,0.975,1.07,8,18
SQGM,NyQuill,17/02/2020,1,4,1.551,1.688,5,10
SQGM,BON CREAM 15G,08/01/2020,1,29,0.793,0.887,5,19
HAIL,Zoloft,13/01/2020,1,21,1.749,1.893,3,12
NOV 18TH,A D  25GM. CREAM,06/02/2020,1,4,1.669,1.808,2,8
W/SALE,Emend,22/01/2020,1,25,0.342,0.42,9,9
MARS,A 5 MG TAB,21/01/2020,1,16,1.128,1.218,8,1
HAIL,A D  25GM. CREAM,26/01/2020,1,28,1.669,1.808,3,8
MABELLA1,Advil,22/01/2020,1,12,0.497,0.582,1,6
MABELLA1,A D  25GM. CREAM,10/01/2020,1,22,1.669,1.808,1,8
W/SALE,Visine,15/02/2020,1,10,0.663,0.756,9,5
NOV 18TH,Advil,02/02/2020,1,15,0.497,0.582,2,6
SHELL,Amaryl,16/01/2020,1,1,2.007,2.169,4,17
ALKHUWAIR,Zoloft,07/02/2020,1,11,1.749,1.893,6,12
SQGM,A D  25GM. CREAM,17/02/2020,1,1,1.669,1.808,5,8
MARS,Magne B6,08/01/2020,1,13,1.835,1.98,8,16
HAIL,AL CREAM 15GM,28/01/2020,1,8,0.913,1.026,3,3
NOV 18TH,AL CREAM 15GM,03/02/2020,1,18,0.913,1.026,2,3
MSQ,Magne B6,16/02/2020,1,24,1.835,1.98,7,16
MARS,AM 10 MG TAB,31/01/2020,1,10,1.141,1.267,8,2
HAIL,Advil,11/01/2020,1,23,0.497,0.582,3,6
NOV 18TH,AL CREAM 15GM,09/01/2020,1,4,0.913,1.026,2,3
MABELLA1,Zovirax,12/01/2020,1,14,1.774,1.897,1,15
SQGM,Panadol,17/01/2020,1,14,0.21,0.29,5,13
NOV 18TH,AM 10 MG TAB,30/01/2020,1,1,1.141,1.267,2,2
MSQ,Risperdal,01/02/2020,1,5,0.975,1.07,7,18
MARS,Amaryl,20/01/2020,1,15,2.007,2.169,8,17
NOV 18TH,Advil,09/02/2020,1,5,0.497,0.582,2,6
W/SALE,Magne B6,01/02/2020,1,22,1.835,1.98,9,16
HAIL,AM 10 MG TAB,08/02/2020,1,19,1.141,1.267,3,2
NOV 18TH,Advil,13/01/2020,1,20,0.497,0.582,2,6
MSQ,Panadol,17/02/2020,1,7,0.21,0.29,7,13
SHELL,Magne B6,02/01/2020,1,26,1.835,1.98,4,16
MABELLA1,Zoloft,02/01/2020,1,18,1.749,1.893,1,12
SHELL,Emend,16/02/2020,1,13,0.342,0.42,4,9
W/SALE,Advil,30/01/2020,1,11,0.497,0.582,9,6
SQGM,Lisinopril,21/01/2020,1,26,1.107,1.206,5,11
MSQ,Panadol,04/02/2020,1,14,0.21,0.29,7,13
MABELLA1,A D  25GM. CREAM,21/01/2020,1,27,1.669,1.808,1,8
MSQ,Advil,01/01/2020,1,27,0.497,0.582,7,6
MSQ,Miralax,07/01/2020,1,26,1.921,2.087,7,4
MSQ,Panadol,30/01/2020,1,23,0.21,0.29,7,13
W/SALE,Panadol,28/01/2020,1,27,0.21,0.29,9,13
SQGM,Lisinopril,06/01/2020,1,10,1.107,1.206,5,11
HAIL,Risperdal,03/02/2020,1,26,0.975,1.07,3,18
W/SALE,NyQuill,13/01/2020,1,25,1.551,1.688,9,10
SHELL,Lisinopril,30/01/2020,1,24,1.107,1.206,4,11
NOV 18TH,Emend,10/01/2020,1,29,0.342,0.42,2,9
MARS,Lisinopril,30/01/2020,1,1,1.107,1.206,8,11
MABELLA1,Sebastian 20GM CREAM,23/01/2020,1,8,1.534,1.638,1,7
MARS,Miralax,09/01/2020,1,22,1.921,2.087,8,4
W/SALE,Emend,17/02/2020,1,11,0.342,0.42,9,9
NOV 18TH,AM 10 MG TAB,07/02/2020,1,28,1.141,1.267,2,2
MARS,Amaryl,12/02/2020,1,10,2.007,2.169,8,17
HAIL,Advil,25/01/2020,1,21,0.497,0.582,3,6
W/SALE,Amaryl,17/02/2020,1,22,2.007,2.169,9,17
MABELLA1,Lisinopril,13/01/2020,1,27,1.107,1.206,1,11
ALKHUWAIR,BE PLUS 30G,06/01/2020,1,21,1.802,1.934,6,14
SQGM,A D  25GM. CREAM,17/01/2020,1,29,1.669,1.808,5,8
SQGM,Lisinopril,13/01/2020,1,24,1.107,1.206,5,11
W/SALE,Advil,15/02/2020,1,7,0.497,0.582,9,6
SHELL,Magne B6,02/01/2020,1,14,1.835,1.98,4,16
ALKHUWAIR,Zoloft,21/01/2020,1,21,1.749,1.893,6,12
SHELL,NyQuill,31/01/2020,1,26,1.551,1.688,4,10
ALKHUWAIR,Advil,07/01/2020,1,13,0.497,0.582,6,6
MSQ,Miralax,10/02/2020,1,9,1.921,2.087,7,4
HAIL,Visine,03/02/2020,1,10,0.663,0.756,3,5
ALKHUWAIR,NyQuill,03/02/2020,1,28,1.551,1.688,6,10
HAIL,Visine,10/02/2020,1,7,0.663,0.756,3,5
SQGM,Magne B6,17/02/2020,1,27,1.835,1.98,5,16
MABELLA1,Panadol,31/01/2020,1,14,0.21,0.29,1,13
HAIL,Magne B6,15/02/2020,1,6,1.835,1.98,3,16
W/SALE,Amaryl,08/01/2020,1,9,2.007,2.169,9,17
MARS,Panadol,28/01/2020,1,6,0.21,0.29,8,13
ALKHUWAIR,BON CREAM 15G,26/01/2020,1,11,0.793,0.887,6,19
MSQ,AM 10 MG TAB,15/01/2020,1,14,1.141,1.267,7,2
ALKHUWAIR,Visine,12/02/2020,1,8,0.663,0.756,6,5
HAIL,BE PLUS 30G,05/02/2020,1,18,1.802,1.934,3,14
NOV 18TH,BE PLUS 30G,18/01/2020,1,29,1.802,1.934,2,14
MABELLA1,BON CREAM 15G,09/01/2020,1,24,0.793,0.887,1,19
W/SALE,Emend,26/01/2020,1,9,0.342,0.42,9,9
NOV 18TH,Risperdal,09/01/2020,1,25,0.975,1.07,2,18
SQGM,BON CREAM 15G,09/02/2020,2,26,0.793,0.887,5,19
MABELLA1,A 5 MG TAB,24/01/2020,2,3,1.128,1.218,1,1
HAIL,Zoloft,15/01/2020,2,3,1.749,1.893,3,12
NOV 18TH,Panadol,15/01/2020,2,26,0.21,0.29,2,13
SQGM,Panadol,24/01/2020,2,15,0.21,0.29,5,13
MABELLA1,Magne B6,20/01/2020,2,7,1.835,1.98,1,16
ALKHUWAIR,BON CREAM 15G,04/02/2020,2,16,0.793,0.887,6,19
MABELLA1,Miralax,10/02/2020,2,12,1.921,2.087,1,4
W/SALE,Magne B6,14/01/2020,2,14,1.835,1.98,9,16
SHELL,Risperdal,02/01/2020,2,6,0.975,1.07,4,18
MARS,Lisinopril,08/02/2020,2,24,1.107,1.206,8,11
MARS,Miralax,24/01/2020,2,4,1.921,2.087,8,4
MSQ,Emend,10/01/2020,2,16,0.342,0.42,7,9
ALKHUWAIR,AL CREAM 15GM,04/01/2020,2,5,0.913,1.026,6,3
W/SALE,Amaryl,05/01/2020,2,11,2.007,2.169,9,17
HAIL,Advil,15/02/2020,2,2,0.497,0.582,3,6
ALKHUWAIR,BON CREAM 15G,13/02/2020,2,24,0.793,0.887,6,19
SQGM,Advil,15/01/2020,2,23,0.497,0.582,5,6
W/SALE,Lisinopril,31/01/2020,2,12,1.107,1.206,9,11
SQGM,BON CREAM 15G,14/02/2020,2,8,0.793,0.887,5,19
HAIL,BE PLUS 30G,28/01/2020,2,8,1.802,1.934,3,14
SQGM,Lisinopril,01/01/2020,2,22,1.107,1.206,5,11
NOV 18TH,Panadol,04/02/2020,2,6,0.21,0.29,2,13
W/SALE,Risperdal,22/01/2020,2,3,0.975,1.07,9,18
MSQ,Advil,22/01/2020,2,14,0.497,0.582,7,6
MARS,Miralax,17/01/2020,2,3,1.921,2.087,8,4
MARS,Panadol,05/02/2020,2,23,0.21,0.29,8,13
W/SALE,Zovirax,30/01/2020,2,6,1.774,1.897,9,15
ALKHUWAIR,AL CREAM 15GM,09/02/2020,2,5,0.913,1.026,6,3
MARS,BON CREAM 15G,09/01/2020,2,18,0.793,0.887,8,19
MABELLA1,Risperdal,29/01/2020,2,4,0.975,1.07,1,18
SQGM,NyQuill,09/02/2020,2,21,1.551,1.688,5,10
SQGM,Risperdal,06/01/2020,2,14,0.975,1.07,5,18
SQGM,Panadol,28/01/2020,2,13,0.21,0.29,5,13
ALKHUWAIR,Lisinopril,01/02/2020,2,16,1.107,1.206,6,11
HAIL,Panadol,13/02/2020,2,5,0.21,0.29,3,13
SHELL,Lisinopril,10/01/2020,2,3,1.107,1.206,4,11
SQGM,BON CREAM 15G,09/01/2020,2,8,0.793,0.887,5,19
MSQ,NyQuill,01/02/2020,2,3,1.551,1.688,7,10
SHELL,Emend,17/02/2020,2,28,0.342,0.42,4,9
SHELL,Magne B6,08/01/2020,2,10,1.835,1.98,4,16
MABELLA1,Zoloft,04/02/2020,2,6,1.749,1.893,1,12
MSQ,Magne B6,19/01/2020,2,19,1.835,1.98,7,16
NOV 18TH,Zoloft,17/02/2020,2,27,1.749,1.893,2,12
MSQ,Miralax,08/02/2020,2,18,1.921,2.087,7,4
SQGM,A D  25GM. CREAM,02/02/2020,2,7,1.669,1.808,5,8
ALKHUWAIR,Amaryl,20/01/2020,2,21,2.007,2.169,6,17
MARS,Zovirax,30/01/2020,2,23,1.774,1.897,8,15
ALKHUWAIR,BE PLUS 30G,01/01/2020,2,29,1.802,1.934,6,14
MSQ,Emend,08/02/2020,2,29,0.342,0.42,7,9
MARS,Miralax,17/01/2020,2,6,1.921,2.087,8,4
SQGM,Advil,07/01/2020,2,17,0.497,0.582,5,6
MSQ,Visine,03/02/2020,2,13,0.663,0.756,7,5
SQGM,Risperdal,09/02/2020,2,14,0.975,1.07,5,18
W/SALE,Visine,05/01/2020,2,23,0.663,0.756,9,5
ALKHUWAIR,AM 10 MG TAB,14/02/2020,2,4,1.141,1.267,6,2
MARS,Magne B6,23/01/2020,2,8,1.835,1.98,8,16
SQGM,AM 10 MG TAB,17/01/2020,2,18,1.141,1.267,5,2
MARS,Panadol,09/02/2020,2,4,0.21,0.29,8,13
ALKHUWAIR,Zoloft,06/01/2020,2,10,1.749,1.893,6,12
HAIL,Sebastian 20GM CREAM,23/01/2020,2,4,1.534,1.638,3,7
SHELL,AL CREAM 15GM,15/02/2020,2,29,0.913,1.026,4,3
W/SALE,A D  25GM. CREAM,10/01/2020,2,28,1.669,1.808,9,8
MSQ,AM 10 MG TAB,29/01/2020,2,29,1.141,1.267,7,2
W/SALE,A D  25GM. CREAM,15/02/2020,2,7,1.669,1.808,9,8
HAIL,AL CREAM 15GM,07/01/2020,2,15,0.913,1.026,3,3
NOV 18TH,Zovirax,02/01/2020,2,20,1.774,1.897,2,15
MABELLA1,Emend,15/02/2020,2,9,0.342,0.42,1,9
ALKHUWAIR,Lisinopril,16/02/2020,2,4,1.107,1.206,6,11
NOV 18TH,AM 10 MG TAB,16/01/2020,2,29,1.141,1.267,2,2
MARS,Zoloft,26/01/2020,2,20,1.749,1.893,8,12
SHELL,Magne B6,07/02/2020,2,27,1.835,1.98,4,16
MSQ,Advil,16/02/2020,2,29,0.497,0.582,7,6
NOV 18TH,Magne B6,16/02/2020,2,17,1.835,1.98,2,16
MARS,Panadol,12/02/2020,2,15,0.21,0.29,8,13
MABELLA1,AL CREAM 15GM,27/01/2020,2,7,0.913,1.026,1,3
NOV 18TH,Advil,01/02/2020,2,12,0.497,0.582,2,6
NOV 18TH,A 5 MG TAB,11/01/2020,2,20,1.128,1.218,2,1
MSQ,NyQuill,17/01/2020,2,20,1.551,1.688,7,10
ALKHUWAIR,AL CREAM 15GM,22/01/2020,2,16,0.913,1.026,6,3
MSQ,Visine,27/01/2020,2,21,0.663,0.756,7,5
MABELLA1,Advil,14/02/2020,2,6,0.497,0.582,1,6
NOV 18TH,Magne B6,20/01/2020,2,15,1.835,1.98,2,16
SHELL,Advil,20/01/2020,2,11,0.497,0.582,4,6
W/SALE,Lisinopril,08/02/2020,2,29,1.107,1.206,9,11
MSQ,Zovirax,17/01/2020,2,4,1.774,1.897,7,15
SQGM,BON CREAM 15G,05/02/2020,2,19,0.793,0.887,5,19
HAIL,AM 10 MG TAB,05/02/2020,2,8,1.141,1.267,3,2
SQGM,Advil,15/02/2020,2,28,0.497,0.582,5,6
W/SALE,Risperdal,10/02/2020,2,9,0.975,1.07,9,18
MABELLA1,Zoloft,11/01/2020,2,3,1.749,1.893,1,12
MARS,Miralax,02/01/2020,2,21,1.921,2.087,8,4
HAIL,BON CREAM 15G,02/01/2020,2,16,0.793,0.887,3,19
HAIL,Zovirax,06/02/2020,2,19,1.774,1.897,3,15
MSQ,Magne B6,08/01/2020,2,6,1.835,1.98,7,16
MABELLA1,AM 10 MG TAB,17/02/2020,2,15,1.141,1.267,1,2
MABELLA1,Zovirax,19/01/2020,2,13,1.774,1.897,1,15
MARS,Advil,25/01/2020,2,6,0.497,0.582,8,6
HAIL,Sebastian 20GM CREAM,18/01/2020,2,1,1.534,1.638,3,7
MABELLA1,Miralax,16/01/2020,2,29,1.921,2.087,1,4
W/SALE,Visine,28/01/2020,2,23,0.663,0.756,9,5
SHELL,Risperdal,13/02/2020,2,11,0.975,1.07,4,18
W/SALE,Zoloft,16/02/2020,2,16,1.749,1.893,9,12
SHELL,Advil,13/01/2020,2,23,0.497,0.582,4,6
SQGM,Risperdal,27/01/2020,2,15,0.975,1.07,5,18
SHELL,NyQuill,17/01/2020,2,25,1.551,1.688,4,10
HAIL,Visine,25/01/2020,2,28,0.663,0.756,3,5
NOV 18TH,A D  25GM. CREAM,15/01/2020,2,18,1.669,1.808,2,8
W/SALE,Zoloft,16/02/2020,2,11,1.749,1.893,9,12
HAIL,Sebastian 20GM CREAM,06/02/2020,2,9,1.534,1.638,3,7
MABELLA1,Miralax,25/01/2020,2,27,1.921,2.087,1,4
ALKHUWAIR,Miralax,23/01/2020,2,5,1.921,2.087,6,4
HAIL,Risperdal,08/01/2020,2,16,0.975,1.07,3,18
MABELLA1,A 5 MG TAB,11/02/2020,2,11,1.128,1.218,1,1
SHELL,Zovirax,10/02/2020,2,6,1.774,1.897,4,15
SHELL,A 5 MG TAB,20/01/2020,2,12,1.128,1.218,4,1
SQGM,Panadol,03/01/2020,2,6,0.21,0.29,5,13
SQGM,AL CREAM 15GM,12/02/2020,2,29,0.913,1.026,5,3
ALKHUWAIR,Lisinopril,10/02/2020,2,22,1.107,1.206,6,11
SQGM,Amaryl,10/02/2020,2,12,2.007,2.169,5,17
ALKHUWAIR,AM 10 MG TAB,30/01/2020,2,19,1.141,1.267,6,2
MABELLA1,Sebastian 20GM CREAM,11/01/2020,2,18,1.534,1.638,1,7
SQGM,Zoloft,16/01/2020,2,7,1.749,1.893,5,12
W/SALE,AL CREAM 15GM,11/02/2020,2,9,0.913,1.026,9,3
MARS,A 5 MG TAB,22/01/2020,2,27,1.128,1.218,8,1
MABELLA1,Zoloft,08/01/2020,2,20,1.749,1.893,1,12
MABELLA1,AL CREAM 15GM,31/01/2020,2,19,0.913,1.026,1,3
ALKHUWAIR,Amaryl,24/01/2020,2,9,2.007,2.169,6,17
HAIL,Risperdal,17/02/2020,2,27,0.975,1.07,3,18
SHELL,A D  25GM. CREAM,05/01/2020,2,23,1.669,1.808,4,8
HAIL,Panadol,13/02/2020,2,2,0.21,0.29,3,13
SHELL,AM 10 MG TAB,02/01/2020,2,6,1.141,1.267,4,2
HAIL,AL CREAM 15GM,09/01/2020,2,8,0.913,1.026,3,3
SHELL,Emend,06/02/2020,2,25,0.342,0.42,4,9
HAIL,Emend,15/01/2020,2,5,0.342,0.42,3,9
MARS,Panadol,07/02/2020,2,25,0.21,0.29,8,13
MABELLA1,AM 10 MG TAB,01/02/2020,2,13,1.141,1.267,1,2
MABELLA1,Risperdal,14/02/2020,2,11,0.975,1.07,1,18
SHELL,Emend,28/01/2020,2,9,0.342,0.42,4,9
SQGM,BE PLUS 30G,07/02/2020,2,11,1.802,1.934,5,14
HAIL,Miralax,24/01/2020,2,4,1.921,2.087,3,4
MARS,Emend,10/01/2020,2,25,0.342,0.42,8,9
NOV 18TH,Sebastian 20GM CREAM,14/02/2020,2,17,1.534,1.638,2,7
MSQ,Panadol,02/01/2020,2,12,0.21,0.29,7,13
SQGM,Advil,03/02/2020,2,6,0.497,0.582,5,6
SHELL,Emend,01/02/2020,2,23,0.342,0.42,4,9
NOV 18TH,Sebastian 20GM CREAM,07/01/2020,2,12,1.534,1.638,2,7
MABELLA1,Lisinopril,21/01/2020,2,29,1.107,1.206,1,11
SQGM,Lisinopril,16/02/2020,2,25,1.107,1.206,5,11
SHELL,A 5 MG TAB,09/02/2020,2,28,1.128,1.218,4,1
NOV 18TH,BON CREAM 15G,04/02/2020,2,24,0.793,0.887,2,19
NOV 18TH,NyQuill,11/02/2020,2,22,1.551,1.688,2,10
ALKHUWAIR,AM 10 MG TAB,09/01/2020,2,18,1.141,1.267,6,2
W/SALE,AM 10 MG TAB,06/01/2020,2,2,1.141,1.267,9,2
ALKHUWAIR,Advil,17/01/2020,2,20,0.497,0.582,6,6
SHELL,Sebastian 20GM CREAM,05/01/2020,2,24,1.534,1.638,4,7
W/SALE,BE PLUS 30G,19/01/2020,2,27,1.802,1.934,9,14
ALKHUWAIR,NyQuill,22/01/2020,2,21,1.551,1.688,6,10
ALKHUWAIR,BE PLUS 30G,25/01/2020,2,17,1.802,1.934,6,14
NOV 18TH,Zoloft,08/02/2020,2,20,1.749,1.893,2,12
ALKHUWAIR,Amaryl,05/02/2020,2,5,2.007,2.169,6,17
MARS,AL CREAM 15GM,21/01/2020,2,25,0.913,1.026,8,3
W/SALE,Sebastian 20GM CREAM,30/01/2020,2,25,1.534,1.638,9,7
MARS,NyQuill,08/01/2020,2,18,1.551,1.688,8,10
HAIL,Risperdal,12/02/2020,2,29,0.975,1.07,3,18
MABELLA1,Magne B6,10/02/2020,2,22,1.835,1.98,1,16
MABELLA1,Sebastian 20GM CREAM,05/01/2020,2,24,1.534,1.638,1,7
NOV 18TH,Risperdal,27/01/2020,2,17,0.975,1.07,2,18
SHELL,Visine,17/01/2020,2,18,0.663,0.756,4,5
ALKHUWAIR,A D  25GM. CREAM,08/01/2020,2,10,1.669,1.808,6,8
SQGM,Zovirax,12/02/2020,2,22,1.774,1.897,5,15
MSQ,Visine,22/01/2020,2,12,0.663,0.756,7,5
HAIL,Panadol,21/01/2020,2,28,0.21,0.29,3,13
MARS,Magne B6,25/01/2020,2,25,1.835,1.98,8,16
SQGM,Zovirax,06/01/2020,2,24,1.774,1.897,5,15
MSQ,Miralax,27/01/2020,2,23,1.921,2.087,7,4
SHELL,AM 10 MG TAB,17/01/2020,2,17,1.141,1.267,4,2
HAIL,Panadol,21/01/2020,2,29,0.21,0.29,3,13
ALKHUWAIR,NyQuill,31/01/2020,2,13,1.551,1.688,6,10
SHELL,Zovirax,04/02/2020,2,28,1.774,1.897,4,15
HAIL,Panadol,11/02/2020,2,9,0.21,0.29,3,13
SHELL,Amaryl,07/02/2020,2,13,2.007,2.169,4,17
HAIL,NyQuill,05/01/2020,2,14,1.551,1.688,3,10
W/SALE,AM 10 MG TAB,10/02/2020,2,3,1.141,1.267,9,2
MABELLA1,Panadol,26/01/2020,2,24,0.21,0.29,1,13
W/SALE,BE PLUS 30G,06/02/2020,2,10,1.802,1.934,9,14
MABELLA1,AM 10 MG TAB,12/02/2020,2,2,1.141,1.267,1,2
NOV 18TH,AM 10 MG TAB,01/01/2020,2,13,1.141,1.267,2,2
MSQ,NyQuill,16/01/2020,2,12,1.551,1.688,7,10
MABELLA1,Risperdal,26/01/2020,2,4,0.975,1.07,1,18
SHELL,Magne B6,04/01/2020,2,16,1.835,1.98,4,16
SQGM,Emend,05/01/2020,2,19,0.342,0.42,5,9
MARS,AM 10 MG TAB,12/01/2020,2,3,1.141,1.267,8,2
MARS,Advil,19/01/2020,2,6,0.497,0.582,8,6
ALKHUWAIR,AM 10 MG TAB,24/01/2020,2,12,1.141,1.267,6,2
SHELL,Magne B6,17/01/2020,2,19,1.835,1.98,4,16
SHELL,Miralax,02/02/2020,2,18,1.921,2.087,4,4
MARS,Emend,07/02/2020,2,28,0.342,0.42,8,9
ALKHUWAIR,Advil,13/01/2020,2,27,0.497,0.582,6,6
W/SALE,A D  25GM. CREAM,16/02/2020,2,25,1.669,1.808,9,8
MSQ,Magne B6,10/01/2020,2,17,1.835,1.98,7,16
W/SALE,Panadol,10/01/2020,2,12,0.21,0.29,9,13
ALKHUWAIR,BON CREAM 15G,14/02/2020,2,9,0.793,0.887,6,19
MSQ,BON CREAM 15G,19/01/2020,2,17,0.793,0.887,7,19
MSQ,BON CREAM 15G,26/01/2020,2,3,0.793,0.887,7,19
ALKHUWAIR,Lisinopril,13/02/2020,2,4,1.107,1.206,6,11
SHELL,NyQuill,07/02/2020,2,25,1.551,1.688,4,10
ALKHUWAIR,Emend,09/02/2020,2,13,0.342,0.42,6,9
MARS,Panadol,17/01/2020,2,8,0.21,0.29,8,13
SQGM,AL CREAM 15GM,23/01/2020,2,13,0.913,1.026,5,3
SQGM,AM 10 MG TAB,11/02/2020,2,26,1.141,1.267,5,2
W/SALE,BON CREAM 15G,30/01/2020,2,10,0.793,0.887,9,19
ALKHUWAIR,Amaryl,08/01/2020,2,23,2.007,2.169,6,17
MSQ,Visine,11/01/2020,2,15,0.663,0.756,7,5
HAIL,AM 10 MG TAB,24/01/2020,2,21,1.141,1.267,3,2
MSQ,Miralax,31/01/2020,2,8,1.921,2.087,7,4
MSQ,Miralax,04/02/2020,2,23,1.921,2.087,7,4
W/SALE,A D  25GM. CREAM,16/01/2020,2,7,1.669,1.808,9,8
SHELL,Miralax,26/01/2020,2,24,1.921,2.087,4,4
SQGM,Zovirax,16/02/2020,2,17,1.774,1.897,5,15
HAIL,Miralax,14/02/2020,2,27,1.921,2.087,3,4
W/SALE,Emend,10/02/2020,2,23,0.342,0.42,9,9
HAIL,BON CREAM 15G,14/02/2020,2,29,0.793,0.887,3,19
SHELL,Visine,18/01/2020,2,2,0.663,0.756,4,5
SQGM,Visine,19/01/2020,2,9,0.663,0.756,5,5
MSQ,Emend,10/02/2020,2,18,0.342,0.42,7,9
MABELLA1,Miralax,09/02/2020,2,20,1.921,2.087,1,4
SQGM,Magne B6,16/02/2020,2,18,1.835,1.98,5,16
NOV 18TH,Panadol,22/01/2020,2,18,0.21,0.29,2,13
ALKHUWAIR,Panadol,09/02/2020,2,22,0.21,0.29,6,13
SQGM,Advil,24/01/2020,2,27,0.497,0.582,5,6
NOV 18TH,Emend,11/01/2020,2,19,0.342,0.42,2,9
SQGM,Amaryl,03/01/2020,2,28,2.007,2.169,5,17
HAIL,Visine,01/02/2020,2,11,0.663,0.756,3,5
ALKHUWAIR,Amaryl,27/01/2020,2,6,2.007,2.169,6,17
HAIL,NyQuill,15/02/2020,2,11,1.551,1.688,3,10
HAIL,NyQuill,04/02/2020,2,28,1.551,1.688,3,10
W/SALE,NyQuill,15/02/2020,2,27,1.551,1.688,9,10
SHELL,Amaryl,22/01/2020,2,1,2.007,2.169,4,17
ALKHUWAIR,AL CREAM 15GM,05/02/2020,2,27,0.913,1.026,6,3
W/SALE,A D  25GM. CREAM,01/02/2020,2,27,1.669,1.808,9,8
NOV 18TH,Magne B6,13/02/2020,2,20,1.835,1.98,2,16
MABELLA1,Zovirax,19/01/2020,2,18,1.774,1.897,1,15
MARS,Visine,06/01/2020,2,10,0.663,0.756,8,5
MABELLA1,AM 10 MG TAB,12/01/2020,2,9,1.141,1.267,1,2
MSQ,NyQuill,01/01/2020,2,7,1.551,1.688,7,10
HAIL,Zovirax,03/02/2020,2,14,1.774,1.897,3,15
MARS,Sebastian 20GM CREAM,07/02/2020,2,10,1.534,1.638,8,7
NOV 18TH,A 5 MG TAB,01/02/2020,2,2,1.128,1.218,2,1
MARS,Advil,02/02/2020,2,10,0.497,0.582,8,6
SQGM,Panadol,03/02/2020,2,9,0.21,0.29,5,13
ALKHUWAIR,Miralax,14/02/2020,2,22,1.921,2.087,6,4
MABELLA1,Visine,28/01/2020,2,15,0.663,0.756,1,5
